Review Text,Review Length,Thumb Text,Play Hours,Date Posted
easily one of my favorite video games of all time,40,Recommended,28.1 hrs on record,Posted: April 16
goop gane,8,Recommended,29.7 hrs on record,Posted: April 16
"this game is horrible. terrible writing, boring side quests. empty world",62,Not Recommended,29.1 hrs on record,Posted: April 16
Spider-man=Fun,14,Recommended,77.6 hrs on record,Posted: April 15
totally awesome game like every spiderman game love it when playstation ports to pc.,71,Recommended,18.1 hrs on record,Posted: April 15
"After dumping over half my hours of logged gameplay into setting adjustments and attempting to make the game not stutter/lag every second web swing, I will have to say I would not recommend the game at this time. I’m not a super intelligent pc gamer, I know enough to install a mod or two depending on the mod. I hope that people more technically gifted than I can create a performance mod, or maybe the studio take ownership of this seemingly common issue and provide a true patch that makes the gameplay smooth.",421,Not Recommended,49.8 hrs on record,Posted: April 16
"I don't care about the story, I absolutely hated MJ, so far because I havent had to play as her. Decent game. Sucks that I have to ride a bike and can only go so fast. I wanna be able to do tricks on it, maybe grind. It would be stupid and ridiculous to be able to use webs with it but why not? It would be fun.

I love traversing around, random events popping up isnt a hassle because it isnt too many. Nor does it take too long to get to them. Think you might slow down because you got close to a building? Just have him run against the wall so it's cool. I'm trying to add swings to my fighting so I can do tricks into combos because I wanna feel like spiderman. Speaking of Spiderman. Yuri Lowenthal is back and he's great. Don't like the face, I litterally only bought them game because I've grown bored of League of Legends and multiplayer games.

With as many people knowing Peter is, uhhh spoilers for some idiots haha, Spiderman. Just have him announce that ♥♥♥♥ like Iron-man. I love that the baxter building is in the game, some former villains turning their lives around. Nice, nice. Would be cool if their was other heroes in the game to connect things.",946,Recommended,25.1 hrs on record,Posted: April 16
"Spider-Man 2 is fine. It's good. It's fine.
Are there things missing from it? Yes. No DLC campaigns like the first one, so the game feels insanely short. Small fluff features like the twitter app and the selfie cam for photo mode. But it's fine, it's fun.

It's still a bit buggy, and I actually don't think it visual looks as good as the first one, but it's still the best open world super-hero gaming series on the market. Story was great, the fights were great, the swinging through NYC is still great. Music is great. Miles' suits are a bit trash, but it's fine.

It's not quite worthy of a ""mediocre"" status, I think it did better than mediocre, but it is hard to be excited for this one when I think SM1 and SMMM were more fun and wish fulfilling.

Spider-Cat is back though, so that's always a bonus.

7/10, buy it, enjoy it, just don't believe the hype it had at the game awards.",726,Recommended,34.2 hrs on record,Posted: April 15
"Gameplay itself is very fun, from combat to traversal, everything feels smooth. This game keeps up the idea of few real combos, instead letting you experiment.
Each update has helped the game to run better, even on my older computer.
In terms of story, the latter half of the game feels too rushed. Without spoiling anything, many story events are not given the time to develop and shine the way they could have. Some of the writing can feel shallow, but some parts are phenomenal.",399,Recommended,111.9 hrs on record,Posted: April 16
"Good game so far, but it crashes as if the game was made in 2014",50,Not Recommended,29.3 hrs on record,Posted: April 15
Very good game WoW!,16,Recommended,26.5 hrs on record,Posted: April 15
fire,4,Recommended,64.9 hrs on record,Posted: April 15
Yes,3,Recommended,36.5 hrs on record,Posted: April 15
THIS GAME IS SOOO FIREEEE,21,Recommended,5.1 hrs on record,Posted: April 15
Peter Uchiha!!!,14,Recommended,22.9 hrs on record,Posted: April 15
"woke, up bought this game, pc made nosies like a ps4


8/10",49,Recommended,274.9 hrs on record,Posted: April 15
Insomniac does it again!,21,Recommended,63.7 hrs on record,Posted: April 15
"At the current time of the review i have 22 hours ingame. I assume its going to take me at least another 6 hours as im 79% done with the game. For 60 bucks and that short of a story not worth it. NOW if you see it on sale for half off or lower GO for it. combat 10/10 if you LOVE spiderman you will love the story. The game has a lot of QoL fixed from the first game.


Edit: I took a full 24.4 hours to 100% the game on normal. At the end of the run i ended up having 3 crashes and 4 bugs that caused me to force restart. I want to like this game but it just has it's issues.",451,Recommended,24.8 hrs on record,Posted: April 15
"Visuals are much better than the first 2 games on PC... The trees especially are very realistic. I'd recommend a GPU with +12GB of VRAM to run this. The gameplay hasn't changed much from the 1st game but traversing the city is much faster. No spoilers but it gets more enjoyable, the further you progress.",251,Recommended,40.7 hrs on record,Posted: April 15
"Good game, not a good experience playing it, very very pathetic optimization",65,Not Recommended,22.6 hrs on record,Posted: April 15
This game is everything I wanted and more! They Don't miss when it comes to spider man! Worth every penny!,87,Recommended,24.5 hrs on record,Posted: April 15
Do it - Senator Palpatine,21,Recommended,32.9 hrs on record,Posted: April 15
"Been having a blast, no crashes yet!",30,Recommended,59.1 hrs on record,Posted: April 15
i like it but can be really laggy,26,Recommended,65.9 hrs on record,Posted: April 15
"jv,vj,v,v,v",11,Recommended,34.6 hrs on record,Posted: April 15
"Product received for free

I loved the fact that you have to balance being peter and miles and the combat is amazing and I hope they keep doing games like these",131,Recommended,18.9 hrs on record,Posted: April 15
i am glad they fixed it on pc it is amazing,33,Recommended,4.9 hrs on record,Posted: April 14
Improves upon the original in every possible way.,42,Recommended,24.4 hrs on record,Posted: April 14
"Marvel’s Spider-Man 2 is a direct sequel to both Marvel’s Spider-Man and Miles Morales, continuing the story of Peter Parker and Miles as they face new personal and supervillain threats. The dual-protagonist approach adds variety and depth, with smooth character switching tied to the narrative.

The web-swinging is more fluid than ever, combat is fast and dynamic, and the expanded New York is packed with action and cinematic moments. While some side content can feel familiar, the core story, set pieces, and polish make it a standout superhero experience.",473,Recommended,20.2 hrs on record,Posted: April 14
goated game,10,Recommended,24.6 hrs on record,Posted: April 14
She Harry on my Osborn until I heal the world,36,Recommended,29.7 hrs on record,Posted: April 14
"Marvel’s Spider-Man 2 delivers thrilling combat mechanics and some of the most satisfying web-swinging ever seen in a game. I found myself hardly ever using fast travel because traversing the city felt that good. While the gameplay is fluid and the world is stunningly realized, I was underwhelmed by how Venom was handled in the story; his presence felt more like a missed opportunity than a true evolution of the narrative. Additionally, the endgame suits for both Peter and Miles didn’t quite capture the essence of Spider-Man…they felt a bit out of place. Still, it’s a highly polished superhero experience with plenty to love.",528,Recommended,52.1 hrs on record,Posted: April 14
the best game ever to use on cntrler,29,Recommended,25.9 hrs on record,Posted: April 14
"eventhough woke it's a good game, quality product. a rare sight. usually it goes at the cost of quality.
7/10
if it was a bit more serious and darker it could have been a 9/10.",144,Recommended,11.1 hrs on record,Posted: April 14
ye,2,Recommended,10.8 hrs on record,Posted: April 14
♥♥♥♥♥♥ awesome game! visually and physically.,40,Recommended,35.8 hrs on record,Posted: April 14
"Product received for free

keeps lagging and glitching since updates would like a refund for this game all get fits",97,Not Recommended,59.3 hrs on record,Posted: April 14
"As a sequel it works perfectly, the evolution in web swimming is amazing, as well as in the combos and artifacts system, it feels retouched.
The Achilles heel of this game is the little prominence that has Venom being one of the most iconic villains of Spiderman and comics in general.",236,Recommended,33.2 hrs on record,Posted: April 14
"This is a warning to PC players. This game is okay but it runs incredibly poorly on the PC. Glitches into soft locks very often, graphical issues abound. I was even willing to deal with the poor optimization but the newest patch has caused me to start being forced straight to the floor when I try to webswing or webglide. I truly recommend not buying PC ports of console games these days as they just are not working anymore. Check Monster Hunter Wilds for another example. Again the game isn't the problem, the PC port is the problem",438,Not Recommended,34.1 hrs on record,Posted: April 14
good game,8,Recommended,42.7 hrs on record,Posted: April 14
this is the best game ive ever played,30,Recommended,23.0 hrs on record,Posted: April 14
swinging is even better,20,Recommended,6.9 hrs on record,Posted: April 14
Please stop rushing PC ports. Thank you. Fun game though,47,Recommended,17.5 hrs on record,Posted: April 14
spiid mern,9,Recommended,24.8 hrs on record,Posted: April 14
"Pros: - Traversal is still a lot of fun, it's like a game within a game
- Great visuals and immersive map
- Stellar performance from the actors
- Parry is pretty cool
- Even though it's mostly just mashing, combat is still fun, I really like the new special abilities and the teamup moves, and it's so fun to learn the moves
- Stealth combat is still the best part, you can now shoot webs to make your own ledges
- It's easier to use your gadgets, last game you kinda had to frantically swap between them during combat, now they're all mapped to buttons
- Super fun characters (except MJ, see below)
- Alt skins are also super cool (except Miles' goofy one at the end), there's no more suit powers but I never really used them anyways, plus the new special abilities are way better
- Some fun side missions and interesting side stories that expand the universe with other minor Spider-Man villains
- You can still skip puzzles if you want, and most of them are in optional side quests. The mandatory ones are fine
-
- They fixed the performance issues (granted they should not have been there in the first place, but at least they fixed them)
- Absolute cinema boss fights
-

Cons: - Although it's easier to use your gadgets, they removed a bunch of them in order to have the new abilities which limits your options, especially during stealth
- 3D models can still get janky and can cause softlocks
- Still no way to manually lock onto enemies (other than attacking them)
- Camera still sucks
- NPC behaviour is still annoying, distracting, and inconsistent: casual swinging causes them to freak out and trip very easily, while a fight can break out in front of them and they don't react at all or they have a very delayed reaction
- Side content was way better in the two previous games. While they do have their own really fun interesting tie-in mini-stories, most of the side missions are either copy/pasted rinse and repeat chores, crappy errands or extremely boring puzzles, so while it's good that I can skip a puzzle I can't figure out, there is zero point in playing these side quests because I can just skip through everything.
- Flame Cultists are underwhelming as villains
- Some rushed or boring story beats and arcs
- Not sure why they changed the car chase missions, they're just QTEs now with almost zero gameplay
-
- They kept the regular human missions (especially MJ missions which are still there for some reason but aren't nearly as bad)

Overall, the main content is generally good, but certain aspects of the game (like the generally sub-par side content and some of the story) are VERY rushed, coupled with some super boring regular human missions 7.5/10",2222,Recommended,27.3 hrs on record,Posted: April 14
bare ja,6,Recommended,25.6 hrs on record,Posted: April 14
best game,8,Recommended,37.8 hrs on record,Posted: April 14
"So Im not saying the game is god awful. I did enjoy playing sometimes. But there are some things that frustrate me.

mainly some enemy abilities are just overpowered. Specifically symbiote bombs. Those purple little ♥♥♥♥♥♥♥ follow you around before leaving you with one hp while you are already swarmed with pain in the ass green symbiotes.

the boss fight reaction time sometimes is wonky as ♥♥♥♥. Like you will jump to dodge a heavy attack...be in the ♥♥♥♥♥♥♥ air and still get half your hp drained.

I also found an issue with swinging inside of buildings and having to reload my last save to get free or switch to miles.

The suits...frankly ♥♥♥♥♥♥♥.

there are maybe five that were good and the rest were just ugly as hell. especially miles suits.

I get that this is not earth 616 but choosing to make harry venom when every other villian is accurate seemed a strange choice to me. I get that we cant do the sam rami ♥♥♥♥ and inject the guy with goblin juice like in the third movie.........but we could have had a father hell bent on getting a cure for his son by any means necesary like by maybe donning the persona of the goblin and going on a warpath. Meanwhile peter attempting to stop osborn breaks the containment cell for the symbiote and becomes infected. When miles breaks him free who does the symbiote choose? The hiding journalist eddie brock jr.

see how ♥♥♥♥♥♥♥ easy this ♥♥♥♥ is? Are the writers smoking crack cocaine? To me this felt like it lacked any emotional depth and the story arc felt rushed but so did devolopment as instead of creating something new it frankly felt like they took the 2018 original and slapped a new paint job on it which is heart breaking to see.

that team that developed the 2018 game was passionate, they cared about the material and the produced a product that said ""hey we love spidey aswell""

mean while this ♥♥♥♥♥♥♥♥♥♥ smells like someone grabbed the writing team by the ♥♥♥♥ bag and started screaming ""MONEY MONEY MONEY""

It is a good game. But it is by no means a better game.

At least venom looked like he did in 93 but that scream texture looked like my dogs vomit and i dont mean the color scheme I mean it looks like they but a toddler on the station and said ""have fun learning blender ""

Kraven was dope but where the ♥♥♥♥ are spideys spidey sense? So I can dodge automatic fire but some roid monkey with cancer can stab me easier than he can lift his leg and ♥♥♥♥?

Here is my theory. All the nerds that were on the team for the first game got given the finger by corpo ♥♥♥♥ nuggets and were told ""nah thats stupid lets do this instead""

just throw more villians at em and they wont see the plot holes.

I have one. If scorpions armor took a ♥♥♥♥♥♥♥ explosion how the ♥♥♥♥ does his stinger go through like he is suddenly wearing paper mache? And ♥♥♥♥ the same metal theory because if thats the case take a steel knife out of your drawer and stab a steel pan with it.

I bet 20 bucks the point snaps off.

The project lacked the passion it had in 2018 and Im pretty sure it was due to corporate ♥♥♥♥ ♥♥♥♥ games because we have seen what that team can do so I say let them ♥♥♥♥♥♥♥ do it.",2579,Not Recommended,20.1 hrs on record,Posted: April 14
Best Spider-Man game ever!,23,Recommended,29.3 hrs on record,Posted: April 14
traversal is amazing and combat is fluent.,36,Recommended,45.4 hrs on record,Posted: April 14
I have not experienced any crashes or lag and overall the story is really good and side missions and extra content is also really good,110,Recommended,20.0 hrs on record,Posted: April 14
"good story so far. Great game play. A little repetitive on the open world tasks, but still fun.",78,Recommended,62.9 hrs on record,Posted: April 14
10/10.,6,Recommended,68.9 hrs on record,Posted: April 14
good,4,Recommended,50.6 hrs on record,Posted: April 14
"Really like the game - but I gotta give it a thumbs down
It runs fine - every update makes it better, but it should have had more time in the oven. Spider-Man 1 released for PC on steam on a sale for 50€ for a limited time. It ran perfectly, was a good deal and the game itself was well balanced, polished and unfolded naturally.
For this game, the feeling isn't quite there IMHO. It's good, but with Spider-Man 1 everything felt hand crafted and deliberate. As if every throwable, every stealth mission and encounter was refined and polished. With this game, a lot of encounters, areas and collectibles just feel more generic.
Also there is a noticable catering to the very casual player in the form of hand-holding, that's not possible to turn off.",618,Not Recommended,23.4 hrs on record,Posted: April 13
"Not the best optimization but fun/good game. I just dont like how new game+ works, instead of adding new details to the story its just a copy paste so its kinda boring to do but i guess thats just how newgame+ works.",175,Recommended,44.9 hrs on record,Posted: April 13
too cool to be true!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,65,Recommended,18.9 hrs on record,Posted: April 13
"Product refunded

Bad game this game crashes before i even get to play it",61,Recommended,0.6 hrs on record,Posted: April 13
"As a spider-verse fan i can say its a great game. not the best spider man game but has a pretty decent gameplay and all those mech. which most of the companies like ea and ubisoft lack lately. had a great potential, if the insomniac would have a more time i am sure it would be the best hero themed game so far. thoi must add, i didt quite liked the story. venom wouldnt meant to be the monster.it would be great if we would have a king in black story arc which would let the earth 1408 for the prequel",402,Recommended,33.1 hrs on record,Posted: April 13
gud,3,Recommended,21.1 hrs on record,Posted: April 13
Amazing ngl,10,Recommended,35.0 hrs on record,Posted: April 13
w game,5,Recommended,30.8 hrs on record,Posted: April 13
Now this... is a GAME...,20,Recommended,27.6 hrs on record,Posted: April 13
w,1,Recommended,72.0 hrs on record,Posted: April 13
"♥♥♥♥ this game my pc is powerful enough to run it and has no problem playing other similar quality games but this causes my pc to turn off after even 5 minutes, all 113 minutes of gameplay have been an absolute ♥♥♥♥ show of me booting up the game and trying to figure out why its doing this. I GIVE UP",241,Not Recommended,2.0 hrs on record,Posted: April 13
"the game starts kinda bad except the first mission the first hours in this game are ♥♥♥♥♥♥♥ hell the game is boring until the carnival mission in this mission the game starts to get really good
the story is actually great harry is wayyyyy better then i thought he'd be 9\10
characters are 9\10 hated kraven cuz he wasn't cool or epic he was actually just cringe and he was a ♥♥♥♥ in the boss fight cuz he noticed that the symbiote weakness is ♥♥♥♥♥♥♥ bells so he took every bell he saw and used it like a ♥♥♥♥♥
ohhh miles is the best he is actually behaving like spider man more then peter and actually doing this spider man thing better so he was the best in the game

games optimization sucks some bugs crashes for a lot of people i didn't got many it's been a while since i played it but i guess the game is fine now ohh and you need a nasa pc for this ♥♥♥♥ and i used the rtx 4060 with high settings and frame generation for it to run (ok)

the game is great don't see any reason to keep yapping about it bye",816,Recommended,25.1 hrs on record,Posted: April 13
"have had for two days at the time of making this, but yeah SUCH a cool game I love it, I played Spider-Man 1 on also but that was on epic games so don't have it on steam, this one and the first in the games is a very good tie in with harry and what happened in the first and Spider-Man Miles Morales, and personally I think the MJ missions are actually good in this game, and it shows VERY good emotion in a lot of parts especially with the parts with Miles and Martin Li. (if you don't want spoilers stop reading) And Peters venom/black spider suit becomes gets those venom noodles on the suit in a way that gives him some weird vain stuff, and really shows how the suit is taking over Peter and how he is more angry and violent, and how the suit is getting stronger. (dang I have never wrote a review this long)",653,Recommended,20.8 hrs on record,Posted: April 13
"Been a Spider-Man fan for the longest time and was hyped since it came out for PS5. Played blind and I enjoyed every bit of it. Though issues experienced like sudden freeze after alt tab and needing to restart, really low fps starting half of act 2 of the story, and the Venom final boss fight was having big issues as well (24 fps with a 4070, intel i7 12th gen on low settings) it’s a good game. I won’t deny it still needs MORE polishing left to do.",364,Recommended,40.3 hrs on record,Posted: April 13
"Product refunded

This game just doesn't work, which is really upsetting. I played the first two games in the franchise on PlayStation. I've since then sold my Xbox and PlayStation and built a PC. This game was my first purchase.",191,Not Recommended,1.0 hrs on record,Posted: April 13
Super fun game awesome story I love the new suit for peter it made me play spider-man in rivals. Worth it very fun.,93,Recommended,42.4 hrs on record,Posted: April 13
Awesome story best gameplay. Heal the world !!,39,Recommended,37.2 hrs on record,Posted: April 13
GAME IS AWSOME DEFINTITLY SHOULD PLAY IF YOU HAVENT,43,Recommended,18.8 hrs on record,Posted: April 13
"excellent story, great character development, loved the subtle changes to peter over the course of the story. its only down side is that all the main boss fights happen in the rain which the game isnt optimised enough to pull it off without frame drop. frame drop as bad as unable to sync with quicktime events which require spam pressing X.

small nit picky gripe, the diversity was ok be it maybe alittle too over used. i think i saved more same sexed coupled people than hetros as they felt the need to tell me that their boyfriends or girlfriends are my biggest fan, it doesnt add to the value when people's head cannon can just make it up for themselves if its left out.

a solid, cannot wait for the next installment out of 10.",600,Recommended,35.3 hrs on record,Posted: April 13
tremendous,10,Recommended,26.7 hrs on record,Posted: April 13
this game is a collosal screw job.,28,Not Recommended,29.9 hrs on record,Posted: April 13
soo good i love the skins for peter and miles and the bossfights my fav sandman venom 10/10 game,78,Recommended,33.8 hrs on record,Posted: April 13
Fun as always,11,Recommended,21.1 hrs on record,Posted: April 13
m,1,Recommended,25.6 hrs on record,Posted: April 13
tHE GOODING IS YES,15,Recommended,130.1 hrs on record,Posted: April 13
i love shooting my sticky webs on the bad guy,36,Recommended,11.5 hrs on record,Posted: April 13
One of the best games ever,21,Recommended,47.1 hrs on record,Posted: April 13
GOOD,4,Recommended,48.5 hrs on record,Posted: April 13
"Absolutely loved this game. If you enjoyed Spider-Man (2018), there's a very high chance you'll love Spider-Man 2 just as much—if not more in some areas.

The gameplay is where Spider-Man 2 truly shines. Swinging through the city feels better than ever, and the combat is tight, responsive, and packed with cool abilities that make every encounter fun. Both Peter and Miles have distinct playstyles that keep things fresh throughout the story. Traversal has also been improved with new features that make moving around New York a complete joy.

The graphics are stunning—truly a showcase of what Insomniac can do visually. From detailed character models to the beautifully rendered city, everything looks and feels next-gen.

Story-wise, while it might not hit quite as hard as the first game emotionally, it’s still a strong narrative with some great character moments and set pieces. It kept me invested all the way through.

In terms of content, there may be slightly less than the previous entry, which is a bit noticeable. This is likely due to Insomniac choosing not to pursue DLC after the unfortunate leaks, which is understandable. That said, what is here is polished, meaningful, and well worth the time.

I played for 32 hours and reached 100% completion without running into many bugs at all. Performance was smooth the entire time, making for a really solid experience from start to finish.

Overall, Spider-Man 2 is a fantastic game that delivers where it counts. Great gameplay, amazing visuals, strong (if slightly lighter) story, and impressive polish. Highly recommended.",1339,Recommended,32.8 hrs on record,Posted: April 13
swinging is better than 1 and miles mods hep tho,39,Recommended,30.4 hrs on record,Posted: April 13
absolute banger,14,Recommended,17.9 hrs on record,Posted: April 12
yes its a great marvelous game i recommed it,36,Recommended,37.2 hrs on record,Posted: April 12
Great fun web slinging around town. Can't wait to replay on New Game+,57,Recommended,33.9 hrs on record,Posted: April 12
The main story is 20 hours and the side content is probably 10 hours. $60 for 30 hours of gameplay is insane when the main story of the first game is 40 hours on its own and is the same price as this one. It a serviceable game that feels only half finished because they needed a game for the PS5 launch. Don't pay full price for it.,265,Not Recommended,28.4 hrs on record,Posted: April 12
"An amazing game in every respect!

The gameplay is fun and challenging, the story is enagaging and versatile. The graphics are superb, the technology is solid. There were some bugs after release, but nothing gamebreaking. Almost everything has been resolved by now.

But you still have to disable Ray Reconstruction on NVidia, as this causes a lot of flickering. But that's an option you can do without anyway.",345,Recommended,48.8 hrs on record,Posted: April 12
"well gameplay wise IT AMAZING, story wise, it AMAZING, in my opinion, people are to spoiled with games nowadays, this is very fun, especially once peter gets the black suit :P",145,Recommended,26.8 hrs on record,Posted: April 12
very very cheap 1 pound fish,23,Recommended,39.4 hrs on record,Posted: April 12
"Product received for free

hi",26,Recommended,19.5 hrs on record,Posted: April 12
"for everyone who doesnt know what to play right now, this is the Game.
It made so much fun, i just 100% it for the first time.",101,Recommended,31.7 hrs on record,Posted: April 12
"It had a bad start on PC...but after several updates I had a lot of fun with this! Grab it if you li,e web slinging!",92,Recommended,64.8 hrs on record,Posted: April 12
"Spider man cool, web web, awesome sauce. :}",36,Recommended,16.9 hrs on record,Posted: April 12
"This game is more like an addon than sequel. Writing and dialogues are weak and targeted towards younger audience. Side quests and activities range from bad to mediocre, walking sections are a chore. Also it's filled with LGBT propaganda. If you liked the first game and just want more of the same, I recommend waiting for 50% discount on this, it's not worth the full price.",310,Not Recommended,19.1 hrs on record,Posted: April 12
"They've been patching the hell out of this game. Don't let the first negative reviews swing you, this is a good game with great combat, movement and stealth. For the sake of my 1070ti I play on low graphics and it still looks great, aside from a few blurry textures. It used to run much worse with more bugs, but they've been diligently patching all of them!! Thanks to the devs!",309,Recommended,55.0 hrs on record,Posted: April 12
"A horribly Ported Game. It took me 30 minutes for the game to even load up and start. Once it did, the cut-scenes froze repeatedly, and even made the characters freeze as well as T-pose within them and go out of sync with the dialogue. The audio even constantly cut out within the cut scenes. On top of that, there were many glitches that cause the game to bug out and make my character go out of bounds and break the mission which forced constant restarts. This was all in the very first mission of the game and was downright comical in how broken it was. The funny thing is, when I was in combat the game ran fine, and I had no frame drops or hiccups. However, whenever a cutscene or scripted event happens, it totally breaks. I have no idea how some people got this game to run on their Pc's. I have an RTX 4080 with 32 GB of RAM and it can't even handle it.
This by far, is one of the worse ports I've ever played, and I can't even review anything beyond the opening mission like story, open world, or even a deeper look at combat because of how terrible the first hour was.

I refunded it, and I can't recommend this to anyone on PC.",919,Not Recommended,1.1 hrs on record,Posted: April 12
"I think Spider-Man 2 is overall a great game and I had a ton of fun playing it, however, I do have only a few issues with it. While I did find the story fun to follow, you can tell that it had to be really condensed down due to time constraints. For example, I think Kraven is handled pretty well overall, he’s properly badass and shown to be a threatening menace as he should, but then his story kinda just stops abruptly and he’s barely even a thing and the latter of the story and you can tell they really wanted to do more with him, but just couldn’t. There are serval moments in the story like this, and this game really could’ve benefited from an extra year of development. Also, I know it’s a very common opinion, but I do believe Venom is just handled very poorly in this game, as a HUGE fan of the character I feel like the Venom in this game is Venom in name only and is nothing like the Venom I know and love. Now I don’t blame Insomniac for these faults, (except for maybe the poorly handled and written Venom), they clearly wanted to do a lot for this game but got hit hard by higher-ups deadlines and just made do with what they already had. Now with all this said I did still really love the game. The story even with all its faults is still really fun to go through, and I just love these characters. The combat and mobility that made me fall in love with the first game are still here and as great as ever. At the end of the day, I love Spider-Man and think the game was still a treat to play and still highly recommend it to any fellow Spidey heads.",1260,Recommended,39.2 hrs on record,Posted: April 12
Bosses are boring af besides one but besides that its awesome,51,Recommended,37.3 hrs on record,Posted: April 12
"10/10 game, 7/10 port. move past the port bugs, this game almost rivals the arkham games",73,Recommended,43.9 hrs on record,Posted: April 12
theres too much to do,17,Recommended,24.4 hrs on record,Posted: April 12
When a game is release it is submitted like a test. This 1.00 version is the only one I review. Unfortunately Steam forces my games to update. Therefore I cannot either review the game nor recommend it.,166,Not Recommended,81.4 hrs on record,Posted: April 12
"Story was great, movement felt smooth.
However Miles final suit ♥♥♥♥♥♥♥ sucks, never use this ♥♥♥♥ again Insomniac >:C",101,Recommended,32.6 hrs on record,Posted: April 12
the best game ever,15,Recommended,51.9 hrs on record,Posted: April 12
insane.,7,Recommended,26.2 hrs on record,Posted: April 12
IT FIRE TBH,9,Recommended,41.5 hrs on record,Posted: April 12
"lot of graphical issues to work with but much better than at launch. not as disastrous as other games and definitely steady, coontinued bug fixes from the Nixxes team

bugs I found as of april 2025: mysterio final mission big lcd sign is low res. trumpet icon first mission many low res objects, incl. but not limited to miles suit and NPCs faces and the spiderbot crosshairs. will add more as i find",329,Recommended,36.0 hrs on record,Posted: April 12
Spiderman 2 has been pretty fun however this game is still poorly optimized and the people upset about that are valid however i was able to get it working good enough to not be a huge issue so look at your specs and see if youll manage but other than that the story is great and the gameplay is really good,246,Recommended,38.2 hrs on record,Posted: April 12
zigi gave me alot of lags,20,Not Recommended,22.4 hrs on record,Posted: April 12
good,4,Recommended,22.1 hrs on record,Posted: April 12
skibidi,7,Recommended,80.6 hrs on record,Posted: April 12
good,4,Recommended,36.0 hrs on record,Posted: April 12
"Waste of Money. Keeps crashing after soo many updates

7800x3d
32 GB RAM
4070ti Super",74,Not Recommended,7.2 hrs on record,Posted: April 12
fun,3,Recommended,40.3 hrs on record,Posted: April 12
optimization needs more work but overall really good,45,Recommended,26.6 hrs on record,Posted: April 11
I F..CKING LOVED THIS GAME BOUGHT IT APRIL 8TH IVE ALREADY 100% THE GAME AND GOING INTO NEW GAME+ ON HARDEST DIFFICULTY :D !,101,Recommended,48.9 hrs on record,Posted: April 11
This game was perfect on PlayStation and even on here besides the terrible frames and that was my good review and now the bad review. when you first mod this thing its fun but when you try a new mod it might crash your game and give you a PlayStation error and it annoys the hell out of me but don't listen to the bad review just focus on the good review,283,Recommended,50.3 hrs on record,Posted: April 12
"It's still a very good Spider-Man game, and the numerous patches have helped a lot. However, there are still tons of performance issues, a possible memory leak, and so many weird graphical glitches and artifacts. It’s absolutely playable now, but go in expecting to fiddle around and tweak settings. The gameplay is as good as it ever was and the story has more emotional weight than before.",325,Recommended,12.0 hrs on record,Posted: April 11
i cant tell u last time i slep or eaten or what day it is this one of the best games that i ever plaed in my life i think my wife is leaving me for another man becase i ben playing this game but i do recomanded,163,Recommended,47.9 hrs on record,Posted: April 11
I lost interest after 17hrs. It was a little took woke for me and I didn't care much for Harry being Venom. He should have had his own unique look imo. Shout out to Tony Todd for voicing Venom. He did an awesome job,172,Not Recommended,17.4 hrs on record,Posted: April 11
best,4,Recommended,39.8 hrs on record,Posted: April 11
its aight,8,Recommended,8.0 hrs on record,Posted: April 11
"very fun gameplay, fun movement, good story",37,Recommended,15.5 hrs on record,Posted: April 11
This game is gonna get sticky,24,Recommended,22.5 hrs on record,Posted: April 11
Fantastic follow up to the first game. The movement truly makes you FEEL like Spider man.,74,Recommended,36.1 hrs on record,Posted: April 11
zhi zhu xia,9,Recommended,24.6 hrs on record,Posted: April 11
"all around worse game than 1, in almost every aspect. removed a lot of fun mechanics even like throwing car doors. also a lot of bugs. buggy too: clipped into walls and had to reset at least 5 times, stood on geometry which wasn't there, etc.",197,Not Recommended,39.1 hrs on record,Posted: April 11
"Story: I went into this game expecting a very mid-story especially since Miles Morales's story was pretty cringe, predictable, and just not as good as SM1, I play it and the story is about what I expected in the beginning, nothing mind-blowing, kinda dull, predictable writing, then the symbiote comes into play which feels like a completely different and better script was at hand, then after the symbiote leaves Peter the story takes another downturn because at that point it's like the writers did not want to make it a Spider-Man game but wanted Miles Morales to be the main character, The fact that Yuri just quit being a cop and became a vigilante with a hook is also pretty stupid. The app of Miles Morales also returned which replaces Spiderman tunning into police frequencies and finding people in danger which is the most ridiculous and dumbest thing in the entire game, I can't look past the fact that if such an app existed it would be used to troll and prank spiderman, and the whole fight with Mary Jane and her talking about her book that nobody bought felt like such a self-insert moment where a particular writer wanted to vent. Overall the story is better than MM but not as good as SM1. Feels like SBI touched the beginning and end of the script but kept the middle intact which is why it felt too good.

Gameplay: Its gameplay is more or less of the same except now you can parry which adds a little more to the combat rather than just dodging, the stealth takedowns are better than ever, and the swinging is great (when you turn off the hand holding settings of swing assist) you can also glide like Batman and get crazy speed, making it hard to ever play the previous games, unfortunately, the game has probably some of the worst side quests since they're so boring, and tedious, by the end I didn't feel nearly as satisfied collecting all the collectibles like when I played Spiderman 1 or MM.

Conclusion: You play these games for their gameplay first, and story second, you come in expecting a wild story you'll get something in the midpoint but then it disappoints the way it wishes Peter wasn't the main character. I give this game a solid 7/10, Spiderman: New York Knight",1808,Recommended,25.9 hrs on record,Posted: April 11
ong this is peak,13,Recommended,17.1 hrs on record,Posted: April 11
