,review_text,review_length,feedback,play_hours,date_posted
1724,great,5,1,51.6,2025-04-19
1725,BEST GAME,8,1,47.6,2025-04-19
1726,"web zip, I recommend.",18,1,21.0,2025-04-19
1727,Good game s h i t t y port like most sony games at this point,46,0,1.2,2025-04-19
1728,Amazing,7,1,17.7,2025-04-19
1729,spooder-meanss more like it thismf swingin into ppl knockin em over and ♥♥♥♥ gaw so rue,72,1,31.6,2025-04-19
1730,lit fo,5,1,80.0,2025-04-19
1731,pre cool game hella laggy tho,24,1,49.3,2025-04-19
1732,buggy crap,9,0,0.6,2025-04-19
1733,"This game was an absolute perfection and improvement from the previous 2 games. The combat was great, especially when fighting with other Marvel characters where you could do special takedowns with them. I thought that was really cool. I finally got to live out my dream of playing as Symbiote Spider Man and this game even exceeded my expectations in that regard. Seeing Peter become increasingly taken over by the Symbiote was really cool and I really felt different when I was playing that part of the story.

Venom is also my favorite character in Marvel comics and I feel like they did him justice in this game. I would say my favorite part of the whole game and all of of the Spider Man games so far was the Venom level. I did not expect to get to fight a boss. That was a lot of fun. The only critique I had of anything Venom related was the fact that it is intrinsic to his character to be immune/invisible to Spider Man's spider-sense. I feel like this could have led to some interesting gameplay experiences that never got explored. While playing this game over the course of a few weeks, I learned that there were significant cuts from this game which is unfortunate. I heard about additional Venom levels, takedowns where you could get 2 enemies at once (just like the final talent in the stealth skill tree), and at some point Miles was supposed to get the Symbiote. That being said, I am happy with what this game included.

Overall I thought this game was great. I thought that this was a combinq5ion of some already established Spider Man stories, namely Kraven's Last Hunt, along with some original ideas that worked really well. I am excited to see how this trilogy will be concluded, namely leaving the 2 remaining big bads to be Green Goblin and Carnage. Insomniac has a unique opportunity to somehow get Norman the Carnage symbiote and perhaps make him the final boss or perhaps the final phase of the Green Goblin final boss fight in order to prevent the same sort of story beat that happened at the end of this game. I have high hopes for Spider Man 3, and I would recommend this game to anyone.",1737,1,51.2,2025-04-19
1734,the steam deck port needs an update,29,1,45.6,2025-04-19
1735,this game is peak,14,1,17.3,2025-04-19
1736,the spider guy but its 2,19,1,44.5,2025-04-19
1737,play it,6,1,25.2,2025-04-19
1738,"Honestly had so much fun playing this game only slight problem is there is still some visual glitches
And the game is too short, i pretty much completed everything in 2 days which leaves me sad that its over so soon
But you would be fine if you don't play 7 hours per day of this game like i did bcs i loved it so much",255,1,33.6,2025-04-19
1739,If you have already played the first one and the Miles Morales one you wouldn't miss anything if you sit this one out or just watch the cut scenes on Youtube. I finished both previous games with a Platnium trophy and could not even care less about this one. Not a memorable game at all. Don't get me wrong! it is nice and really georgous specially on PC but nothing to write home about at all!,318,0,26.3,2025-04-19
1740,8/10,4,1,33.0,2025-04-19
1741,Great game. Feels a little slower than the first one. 9/10 story is fantastic so far.,70,1,5.1,2025-04-19
1742,i like it,7,1,10.6,2025-04-19
1743,yyis,4,1,34.9,2025-04-19
1744,it is so so fun it has so much stuff to do and for grinders this game you need it it is so fun long and the story is 10/10,93,1,28.4,2025-04-18
1745,this game brings hapiness to my life i just got robbed the other day and then my whole family got bombed while fighting in the war in the gaza bombadino crrocrodilo got them sadly but this game saved me frrom being sad.,178,1,40.4,2025-04-18
1746,"Great game Insomniac never miss cant wait for wolverine.

Everyone play Spider-Man 2",73,1,50.2,2025-04-18
1747,Fantastically delivered story!,28,1,243.1,2025-04-18
1748,"There are some technical hiccups, unfortunately. But it's still a great game with polished mechanics and a good story and tons of great action. I'm playing on an AMD RX 9070xt and AMD Ryzen 7800x3d with 32 GB of RAM and there's a wide range of FPS. Sometimes above 120 and at times have dipped below 60. Game still needs some optimization love.",282,1,29.4,2025-04-18
1749,"Where to begin, Spider-Man 2 by Insomniac Games is a refreshing game that I wish ran better on my system. Maybe I'm just stickler but this is the first Spider-man game where my PC had to run it below maxed out settings, with all the new ""tech"" DLSS being set to balanced and a dire need to use FG to sustain 60+ fps.

Now I know most folks are fine with FG and DLSS, but I myself hate FG. DLSS is more bearable but, FG on paper gives me more FPS but the game does not to feel like it runs at 60+FPS. Now I understand its a big game, but it shouldn't be this difficult to run on a 3080 system with 32gb of ram. I expect on the bare minimum for my game to perform at 60+FPS without the need of FG on medium settings. Not to mention the crashes.....

With that being said this game scratches every itch that I have had since finishing Miles Morales. Now its a little hard to swallow the price for me given the poor/inadequate performance, but if you can look past that and suffer through the FPS drops this game is breathtaking, from the world to the first hour of game-play. This game trys to captivate you at every corner, with its beautiful graphics and environment. This time around NYC actually feels alive with many different interactions and quests.

EDIT: About 15 hours more into the game since I wrote my initial review. 39% completed through the story and countless trial and error phases later. I finally found a sweet spot in my graphics setting which doesn't jeopardise my visual fidelity and give me a consistent FPS between 75 and 150 FPS depending on the situation is. Now I love enjoying games at a high fidelity while having a consistent and performing FPS. With DLSS set to Quality, FG turned on, RT set to high (No shadows/AO RT) and everything else set to high I am very much enjoying the experience. Even with my RTX 3080 10gb, i9-9900k and 32gb ram... Much better performance than I intially had.",1564,1,43.5,2025-04-18
1750,"Product received for free

Everything is worth the Walt",48,1,77.0,2025-04-18
1751,best pc port ever,14,1,111.7,2025-04-18
1752,overall great game with only a few bugs that were not a big issue,52,1,30.8,2025-04-18
1753,great game wow combat feels so good graphics are insane and its LGBTQ friendly wow 10/10 would recommend to a gay friend,99,1,33.8,2025-04-18
1754,Game 10/10.,10,1,16.1,2025-04-18
1755,great game but may be hard to run if you have low endf,42,1,36.0,2025-04-18
1756,Ganke,5,1,46.7,2025-04-18
1757,Very Fun!!,9,1,12.9,2025-04-18
1758,"Been out for 4 months and still crashes hard crashes my PC every time. Do not buy!

Edit: There is now a burning smell coming from my PC after that hard crash caused by simply booting the game. DO NOT BUY!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",276,0,21.3,2025-04-18
1759,"Let me start my review by saying the story (NO SPOILERS) is absolutely amazing. As someone who has played the first 2 games in this series, I was blown away how they kept having climactic moment after climactic moment. One of the best superhero experiences I've ever played.

That said, before I bought the game I read the other reviews about the poor optimization and thought, ""A few screen tears and pop in animations are fine I'll deal with it."" Well, that was a mistake. This game played HORRIBLE on my fairly decent computer (3070 TI graphics). The first 50% of the game wasn't too bad, but towards the end game it was extremely choppy and I even failed a boss fight because the frames were so bad and it didn't register my button presses fast enough. That was a terrible experience. On top of that the audio crackled and at times was pathetically bad. I'm talking you almost cant understand the dialog bad.

I wished I had waited to just play this on PS5 when I get one for GTA6 (lets be real, lots of us PC gamers are going to do this) If your in the same boat to Vice City as I am - honestly just wait to play it on a much better optimized system. It will be WELL worth the wait.

Gameplay 9/10
Story 10/10
Optimization 3/10
Spidermans 2/2",1020,0,30.5,2025-04-18
1760,jogue,5,1,9.1,2025-04-18
1761,great game about beating up a foreigner and an alien,43,1,26.8,2025-04-17
1762,crashes a lot cant even play,23,0,12.9,2025-04-17
1763,"Such a good game, would recommend to others. Story is really good.",55,1,15.8,2025-04-17
1764,.,1,1,52.4,2025-04-17
1765,"After 100% on the base game and moving to new game plus, this game is phenomenal. It does a lot I miss from older spider-man games. Sadly there are still some bugs and it was rough at times with some difficulty (I was pushing too far in the story without upgrades), but the story, mechanics, the feel of it, it's all good. Its worth giving a shot.",281,1,33.4,2025-04-18
1766,"You can feel it like sickly treacle that SBI has had their hands all over it, and some of the woke propaganda in the cut scenes is vomit inducing.
But there was/is a good game here, hidden under their ideology. If I had bought on sale I would recommend, but at full price I can't because of the DEI",241,0,37.7,2025-04-18
1767,"not as good as the first one, controls are way more clumsy and the story feels forced. so far most of the main villains are dead so theres that. wish they would ass street level boss battles, like do 9 normal crimes and the tenth is like doc ock robbing a bank and you need to stop him. it would break up the monotony alot. this gets a 7 out or 10 stars.

edited to change my view, it is in fact better than the first one.",337,1,39.7,2025-04-17
1768,"This game is really enjoyable from a game play perspective but the story itself is a bit of a let down.

Playing as both characters you really get to mess around and try out all the cool abilities each of them have and really builds on the combat from previous instalments. the wing-suit was also really cool to use and the expansion of the map was also needed.

As for the story I feel like the way they handled the villains in this game was poor. I hated the portrayal of Venom, Kraven was definitely better and should've been utilised more and other big spider-man villains getting killed off screen was a joke. It also felt like Miles didn't do that much during the game, felt like he was just kind of there.
MJ missions also need to be removed entirely. I'm convinced she could beat Peter in a 1v1 in this game

But overall a decent game just a step back from the first one in regards to the story.",737,1,39.8,2025-04-17
1769,"marvel needs to stop the rainbow stuff in they games a small population of people supported like this is weird, i didnt want to help this gay couple at all i rather fight crime but to force it on me was wrong these should be choice based and labbed so the player can be understood the way they play the game. life is about choice and i dont like to be forced i have my set of beliefs but i dont force no one to them and neither should marvel",352,0,7.6,2025-04-17
1770,very high quality and super engaging and fun!,38,1,103.2,2025-04-17
1771,nice,4,1,16.0,2025-04-17
1772,"WHAT A RIDE! I've played pretty much all the Spider-man games since ""Spider-man 2"" on Playstation 1 (yes, I'm a 90's kid). My favorites have always been ""Spider-man 2"" on Playstation 2 (from the Sam Raimi movies) and ""Web Of Shadows"" and in my eyes this one tops them all by far! The story is written like a very good movie and the gameplay is extremely smooth, cinematic and fun. Both Spider-men are unique in their styles and create a great amount variety as well.
As for performance, Initially I was afraid this game would have lots of problems. But with over 28 hours thus far, I only had minor visual bugs during scenes (eyes and eyebrows turning white, some flickering light and a bit of dropped framerates) but that's it. I run it on a Lenovo Geforce RTX 3080 Ti with the settings on high.
It's been a long time since I had so much fun playing a single player game and this one a solid 10/10 for me. The studios behind it did an amazing job, especially for Spider-man fans such as myself. I really hope DLC's will still be released for this one. If they're on this level, I'd get them in an instant.
I'm very curious for what the Wolverine project will be, because if it's made with this amount of love it will surely be incredible.",1012,1,32.8,2025-04-17
1773,"broken again, frame caps get ignored, dlss is a buggy mess, framegen isnt worth it. just dont buy this piece of ♥♥♥♥",95,0,23.9,2025-04-17
1774,"Very fun game, although there are glitches on pc that haven't been fixed, i still enjoyed the game. completing the game 100% is enjoyable, but not too easy.",129,1,32.0,2025-04-17
1775,"Product received for free

How to put the voice in Arabic?????????",57,1,32.3,2025-04-17
1776,it's pretty good,14,1,25.3,2025-04-17
1777,Spooderman :),12,1,37.7,2025-04-17
1778,"little brother enjoyed this one rates it 10/10, says it should be longer",60,1,86.7,2025-04-17
1779,The map alone should be enough for you to get it.,39,1,81.9,2025-04-17
1780,im going to spunk,14,1,36.9,2025-04-17
1781,Do whatever a spider can!,21,1,51.2,2025-04-17
1782,"great game, good amount of gameplay",30,1,23.2,2025-04-17
1783,Game was great when you're actually playing as spider man.,49,0,24.0,2025-04-17
1784,Fantastic Game,13,1,37.1,2025-04-17
1785,i can web shot the bad man,20,1,8.2,2025-04-17
1786,it good me happy when play,21,1,10.0,2025-04-17
1787,it vry good :)...(That's a smile face emoji if you can't tell hehe i luv spiderman so much haha yay!),82,1,14.6,2025-04-16
1788,Yes,3,1,22.9,2025-04-16
1789,The story and geaphics are best but the it not yet pc optimized,51,1,54.7,2025-04-16
1790,"Marvel’s Spider-Man 2 is honestly fantastic. The combat feels a bit overwhelming at first but once you get the hang of it its actually very good, the voice acting is top tier, and the story hits all the right notes. On a technical and gameplay level, it’s one of the most polished, fine-tuned games I’ve played in a while.

But here’s the issue: it’s just too small. I’ve done everything the game has to offer — side missions, collectibles, upgrades — everything but finishing it on New Game+, and I wrapped all that up in 24.5 hours. Maybe it’s my playstyle, but for a game priced at €60, that’s a bit of a letdown. I expected more content, more reason to stick around after the credits.
It feels more like a DLC expansion than a full price complete game.

Amazing game — just wish there was more of it.",659,1,24.8,2025-04-16
1791,very gud but very short i 100 percent game on hardest difficulty in 31 hours. wish it had more content but very good story and gameplay.,111,1,31.5,2025-04-16
1792,pretty good,10,1,17.8,2025-04-16
1793,"Great game, I would wrote more but noone will ever read this",49,1,19.8,2025-04-16
1794,PLAY,4,1,16.3,2025-04-16
1795,good,4,1,8.2,2025-04-16
1796,Lives up to and possibly exceeds the quality of the first.,48,1,28.3,2025-04-16
1797,Pls add more Webs,14,1,23.4,2025-04-16
1798,very fun,7,1,25.6,2025-04-16
1799,"You can do whatever a spider can 2

Good game with a few performance problems. I enjoyed my time and had an okay time playing it on the Steam Deck.",119,1,79.0,2025-04-16
1800,combat and story are BORING,23,0,22.3,2025-04-16
1801,easily one of my favorite video games of all time,40,1,28.1,2025-04-16
1802,goop gane,8,1,29.7,2025-04-16
1803,"this game is horrible. terrible writing, boring side quests. empty world",62,0,29.1,2025-04-16
1804,Spider-man=Fun,14,1,77.6,2025-04-15
1805,totally awesome game like every spiderman game love it when playstation ports to pc.,71,1,18.1,2025-04-15
1806,"After dumping over half my hours of logged gameplay into setting adjustments and attempting to make the game not stutter/lag every second web swing, I will have to say I would not recommend the game at this time. I’m not a super intelligent pc gamer, I know enough to install a mod or two depending on the mod. I hope that people more technically gifted than I can create a performance mod, or maybe the studio take ownership of this seemingly common issue and provide a true patch that makes the gameplay smooth.",421,0,49.8,2025-04-16
1807,"I don't care about the story, I absolutely hated MJ, so far because I havent had to play as her. Decent game. Sucks that I have to ride a bike and can only go so fast. I wanna be able to do tricks on it, maybe grind. It would be stupid and ridiculous to be able to use webs with it but why not? It would be fun.

I love traversing around, random events popping up isnt a hassle because it isnt too many. Nor does it take too long to get to them. Think you might slow down because you got close to a building? Just have him run against the wall so it's cool. I'm trying to add swings to my fighting so I can do tricks into combos because I wanna feel like spiderman. Speaking of Spiderman. Yuri Lowenthal is back and he's great. Don't like the face, I litterally only bought them game because I've grown bored of League of Legends and multiplayer games.

With as many people knowing Peter is, uhhh spoilers for some idiots haha, Spiderman. Just have him announce that ♥♥♥♥ like Iron-man. I love that the baxter building is in the game, some former villains turning their lives around. Nice, nice. Would be cool if their was other heroes in the game to connect things.",946,1,25.1,2025-04-16
1808,"Spider-Man 2 is fine. It's good. It's fine.
Are there things missing from it? Yes. No DLC campaigns like the first one, so the game feels insanely short. Small fluff features like the twitter app and the selfie cam for photo mode. But it's fine, it's fun.

It's still a bit buggy, and I actually don't think it visual looks as good as the first one, but it's still the best open world super-hero gaming series on the market. Story was great, the fights were great, the swinging through NYC is still great. Music is great. Miles' suits are a bit trash, but it's fine.

It's not quite worthy of a ""mediocre"" status, I think it did better than mediocre, but it is hard to be excited for this one when I think SM1 and SMMM were more fun and wish fulfilling.

Spider-Cat is back though, so that's always a bonus.

7/10, buy it, enjoy it, just don't believe the hype it had at the game awards.",726,1,34.2,2025-04-15
1809,"Gameplay itself is very fun, from combat to traversal, everything feels smooth. This game keeps up the idea of few real combos, instead letting you experiment.
Each update has helped the game to run better, even on my older computer.
In terms of story, the latter half of the game feels too rushed. Without spoiling anything, many story events are not given the time to develop and shine the way they could have. Some of the writing can feel shallow, but some parts are phenomenal.",399,1,111.9,2025-04-16
1810,"Good game so far, but it crashes as if the game was made in 2014",50,0,29.3,2025-04-15
1811,Very good game WoW!,16,1,26.5,2025-04-15
1812,fire,4,1,64.9,2025-04-15
1813,Yes,3,1,36.5,2025-04-15
1814,THIS GAME IS SOOO FIREEEE,21,1,5.1,2025-04-15
1815,Peter Uchiha!!!,14,1,22.9,2025-04-15
1816,"woke, up bought this game, pc made nosies like a ps4


8/10",49,1,274.9,2025-04-15
1817,Insomniac does it again!,21,1,63.7,2025-04-15
1818,"At the current time of the review i have 22 hours ingame. I assume its going to take me at least another 6 hours as im 79% done with the game. For 60 bucks and that short of a story not worth it. NOW if you see it on sale for half off or lower GO for it. combat 10/10 if you LOVE spiderman you will love the story. The game has a lot of QoL fixed from the first game.


Edit: I took a full 24.4 hours to 100% the game on normal. At the end of the run i ended up having 3 crashes and 4 bugs that caused me to force restart. I want to like this game but it just has it's issues.",451,1,24.8,2025-04-15
1819,"Visuals are much better than the first 2 games on PC... The trees especially are very realistic. I'd recommend a GPU with +12GB of VRAM to run this. The gameplay hasn't changed much from the 1st game but traversing the city is much faster. No spoilers but it gets more enjoyable, the further you progress.",251,1,40.7,2025-04-15
1820,"Good game, not a good experience playing it, very very pathetic optimization",65,0,22.6,2025-04-15
1821,This game is everything I wanted and more! They Don't miss when it comes to spider man! Worth every penny!,87,1,24.5,2025-04-15
1822,Do it - Senator Palpatine,21,1,32.9,2025-04-15
1823,"Been having a blast, no crashes yet!",30,1,59.1,2025-04-15
1824,i like it but can be really laggy,26,1,65.9,2025-04-15
1825,"jv,vj,v,v,v",11,1,34.6,2025-04-15
1826,"Product received for free

I loved the fact that you have to balance being peter and miles and the combat is amazing and I hope they keep doing games like these",131,1,18.9,2025-04-15
1827,i am glad they fixed it on pc it is amazing,33,1,4.9,2025-04-14
1828,Improves upon the original in every possible way.,42,1,24.4,2025-04-14
1829,"Marvel’s Spider-Man 2 is a direct sequel to both Marvel’s Spider-Man and Miles Morales, continuing the story of Peter Parker and Miles as they face new personal and supervillain threats. The dual-protagonist approach adds variety and depth, with smooth character switching tied to the narrative.

The web-swinging is more fluid than ever, combat is fast and dynamic, and the expanded New York is packed with action and cinematic moments. While some side content can feel familiar, the core story, set pieces, and polish make it a standout superhero experience.",473,1,20.2,2025-04-14
1830,goated game,10,1,24.6,2025-04-14
1831,She Harry on my Osborn until I heal the world,36,1,29.7,2025-04-14
1832,"Marvel’s Spider-Man 2 delivers thrilling combat mechanics and some of the most satisfying web-swinging ever seen in a game. I found myself hardly ever using fast travel because traversing the city felt that good. While the gameplay is fluid and the world is stunningly realized, I was underwhelmed by how Venom was handled in the story; his presence felt more like a missed opportunity than a true evolution of the narrative. Additionally, the endgame suits for both Peter and Miles didn’t quite capture the essence of Spider-Man…they felt a bit out of place. Still, it’s a highly polished superhero experience with plenty to love.",528,1,52.1,2025-04-14
1833,the best game ever to use on cntrler,29,1,25.9,2025-04-14
1834,"eventhough woke it's a good game, quality product. a rare sight. usually it goes at the cost of quality.
7/10
if it was a bit more serious and darker it could have been a 9/10.",144,1,11.1,2025-04-14
1835,ye,2,1,10.8,2025-04-14
1836,♥♥♥♥♥♥ awesome game! visually and physically.,40,1,35.8,2025-04-14
1837,"Product received for free

keeps lagging and glitching since updates would like a refund for this game all get fits",97,0,59.3,2025-04-14
1838,"As a sequel it works perfectly, the evolution in web swimming is amazing, as well as in the combos and artifacts system, it feels retouched.
The Achilles heel of this game is the little prominence that has Venom being one of the most iconic villains of Spiderman and comics in general.",236,1,33.2,2025-04-14
1839,"This is a warning to PC players. This game is okay but it runs incredibly poorly on the PC. Glitches into soft locks very often, graphical issues abound. I was even willing to deal with the poor optimization but the newest patch has caused me to start being forced straight to the floor when I try to webswing or webglide. I truly recommend not buying PC ports of console games these days as they just are not working anymore. Check Monster Hunter Wilds for another example. Again the game isn't the problem, the PC port is the problem",438,0,34.1,2025-04-14
1840,good game,8,1,42.7,2025-04-14
1841,this is the best game ive ever played,30,1,23.0,2025-04-14
1842,swinging is even better,20,1,6.9,2025-04-14
1843,Please stop rushing PC ports. Thank you. Fun game though,47,1,17.5,2025-04-14
1844,spiid mern,9,1,24.8,2025-04-14
1845,"Pros: - Traversal is still a lot of fun, it's like a game within a game
- Great visuals and immersive map
- Stellar performance from the actors
- Parry is pretty cool
- Even though it's mostly just mashing, combat is still fun, I really like the new special abilities and the teamup moves, and it's so fun to learn the moves
- Stealth combat is still the best part, you can now shoot webs to make your own ledges
- It's easier to use your gadgets, last game you kinda had to frantically swap between them during combat, now they're all mapped to buttons
- Super fun characters (except MJ, see below)
- Alt skins are also super cool (except Miles' goofy one at the end), there's no more suit powers but I never really used them anyways, plus the new special abilities are way better
- Some fun side missions and interesting side stories that expand the universe with other minor Spider-Man villains
- You can still skip puzzles if you want, and most of them are in optional side quests. The mandatory ones are fine
-
- They fixed the performance issues (granted they should not have been there in the first place, but at least they fixed them)
- Absolute cinema boss fights
-

Cons: - Although it's easier to use your gadgets, they removed a bunch of them in order to have the new abilities which limits your options, especially during stealth
- 3D models can still get janky and can cause softlocks
- Still no way to manually lock onto enemies (other than attacking them)
- Camera still sucks
- NPC behaviour is still annoying, distracting, and inconsistent: casual swinging causes them to freak out and trip very easily, while a fight can break out in front of them and they don't react at all or they have a very delayed reaction
- Side content was way better in the two previous games. While they do have their own really fun interesting tie-in mini-stories, most of the side missions are either copy/pasted rinse and repeat chores, crappy errands or extremely boring puzzles, so while it's good that I can skip a puzzle I can't figure out, there is zero point in playing these side quests because I can just skip through everything.
- Flame Cultists are underwhelming as villains
- Some rushed or boring story beats and arcs
- Not sure why they changed the car chase missions, they're just QTEs now with almost zero gameplay
-
- They kept the regular human missions (especially MJ missions which are still there for some reason but aren't nearly as bad)

Overall, the main content is generally good, but certain aspects of the game (like the generally sub-par side content and some of the story) are VERY rushed, coupled with some super boring regular human missions 7.5/10",2222,1,27.3,2025-04-14
1846,bare ja,6,1,25.6,2025-04-14
1847,best game,8,1,37.8,2025-04-14
1848,"So Im not saying the game is god awful. I did enjoy playing sometimes. But there are some things that frustrate me.

mainly some enemy abilities are just overpowered. Specifically symbiote bombs. Those purple little ♥♥♥♥♥♥♥ follow you around before leaving you with one hp while you are already swarmed with pain in the ass green symbiotes.

the boss fight reaction time sometimes is wonky as ♥♥♥♥. Like you will jump to dodge a heavy attack...be in the ♥♥♥♥♥♥♥ air and still get half your hp drained.

I also found an issue with swinging inside of buildings and having to reload my last save to get free or switch to miles.

The suits...frankly ♥♥♥♥♥♥♥.

there are maybe five that were good and the rest were just ugly as hell. especially miles suits.

I get that this is not earth 616 but choosing to make harry venom when every other villian is accurate seemed a strange choice to me. I get that we cant do the sam rami ♥♥♥♥ and inject the guy with goblin juice like in the third movie.........but we could have had a father hell bent on getting a cure for his son by any means necesary like by maybe donning the persona of the goblin and going on a warpath. Meanwhile peter attempting to stop osborn breaks the containment cell for the symbiote and becomes infected. When miles breaks him free who does the symbiote choose? The hiding journalist eddie brock jr.

see how ♥♥♥♥♥♥♥ easy this ♥♥♥♥ is? Are the writers smoking crack cocaine? To me this felt like it lacked any emotional depth and the story arc felt rushed but so did devolopment as instead of creating something new it frankly felt like they took the 2018 original and slapped a new paint job on it which is heart breaking to see.

that team that developed the 2018 game was passionate, they cared about the material and the produced a product that said ""hey we love spidey aswell""

mean while this ♥♥♥♥♥♥♥♥♥♥ smells like someone grabbed the writing team by the ♥♥♥♥ bag and started screaming ""MONEY MONEY MONEY""

It is a good game. But it is by no means a better game.

At least venom looked like he did in 93 but that scream texture looked like my dogs vomit and i dont mean the color scheme I mean it looks like they but a toddler on the station and said ""have fun learning blender ""

Kraven was dope but where the ♥♥♥♥ are spideys spidey sense? So I can dodge automatic fire but some roid monkey with cancer can stab me easier than he can lift his leg and ♥♥♥♥?

Here is my theory. All the nerds that were on the team for the first game got given the finger by corpo ♥♥♥♥ nuggets and were told ""nah thats stupid lets do this instead""

just throw more villians at em and they wont see the plot holes.

I have one. If scorpions armor took a ♥♥♥♥♥♥♥ explosion how the ♥♥♥♥ does his stinger go through like he is suddenly wearing paper mache? And ♥♥♥♥ the same metal theory because if thats the case take a steel knife out of your drawer and stab a steel pan with it.

I bet 20 bucks the point snaps off.

The project lacked the passion it had in 2018 and Im pretty sure it was due to corporate ♥♥♥♥ ♥♥♥♥ games because we have seen what that team can do so I say let them ♥♥♥♥♥♥♥ do it.",2579,0,20.1,2025-04-14
1849,Best Spider-Man game ever!,23,1,29.3,2025-04-14
1850,traversal is amazing and combat is fluent.,36,1,45.4,2025-04-14
1851,I have not experienced any crashes or lag and overall the story is really good and side missions and extra content is also really good,110,1,20.0,2025-04-14
1852,"good story so far. Great game play. A little repetitive on the open world tasks, but still fun.",78,1,62.9,2025-04-14
1853,10/10.,6,1,68.9,2025-04-14
1854,good,4,1,50.6,2025-04-14
1855,"Really like the game - but I gotta give it a thumbs down
It runs fine - every update makes it better, but it should have had more time in the oven. Spider-Man 1 released for PC on steam on a sale for 50€ for a limited time. It ran perfectly, was a good deal and the game itself was well balanced, polished and unfolded naturally.
For this game, the feeling isn't quite there IMHO. It's good, but with Spider-Man 1 everything felt hand crafted and deliberate. As if every throwable, every stealth mission and encounter was refined and polished. With this game, a lot of encounters, areas and collectibles just feel more generic.
Also there is a noticable catering to the very casual player in the form of hand-holding, that's not possible to turn off.",618,0,23.4,2025-04-13
1856,"Not the best optimization but fun/good game. I just dont like how new game+ works, instead of adding new details to the story its just a copy paste so its kinda boring to do but i guess thats just how newgame+ works.",175,1,44.9,2025-04-13
1857,too cool to be true!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,65,1,18.9,2025-04-13
1858,"Product refunded

Bad game this game crashes before i even get to play it",61,1,0.6,2025-04-13
1859,"As a spider-verse fan i can say its a great game. not the best spider man game but has a pretty decent gameplay and all those mech. which most of the companies like ea and ubisoft lack lately. had a great potential, if the insomniac would have a more time i am sure it would be the best hero themed game so far. thoi must add, i didt quite liked the story. venom wouldnt meant to be the monster.it would be great if we would have a king in black story arc which would let the earth 1408 for the prequel",402,1,33.1,2025-04-13
1860,gud,3,1,21.1,2025-04-13
1861,Amazing ngl,10,1,35.0,2025-04-13
1862,w game,5,1,30.8,2025-04-13
1863,Now this... is a GAME...,20,1,27.6,2025-04-13
1864,w,1,1,72.0,2025-04-13
1865,"♥♥♥♥ this game my pc is powerful enough to run it and has no problem playing other similar quality games but this causes my pc to turn off after even 5 minutes, all 113 minutes of gameplay have been an absolute ♥♥♥♥ show of me booting up the game and trying to figure out why its doing this. I GIVE UP",241,0,2.0,2025-04-13
1866,"the game starts kinda bad except the first mission the first hours in this game are ♥♥♥♥♥♥♥ hell the game is boring until the carnival mission in this mission the game starts to get really good
the story is actually great harry is wayyyyy better then i thought he'd be 9\10
characters are 9\10 hated kraven cuz he wasn't cool or epic he was actually just cringe and he was a ♥♥♥♥ in the boss fight cuz he noticed that the symbiote weakness is ♥♥♥♥♥♥♥ bells so he took every bell he saw and used it like a ♥♥♥♥♥
ohhh miles is the best he is actually behaving like spider man more then peter and actually doing this spider man thing better so he was the best in the game

games optimization sucks some bugs crashes for a lot of people i didn't got many it's been a while since i played it but i guess the game is fine now ohh and you need a nasa pc for this ♥♥♥♥ and i used the rtx 4060 with high settings and frame generation for it to run (ok)

the game is great don't see any reason to keep yapping about it bye",816,1,25.1,2025-04-13
1867,"have had for two days at the time of making this, but yeah SUCH a cool game I love it, I played Spider-Man 1 on also but that was on epic games so don't have it on steam, this one and the first in the games is a very good tie in with harry and what happened in the first and Spider-Man Miles Morales, and personally I think the MJ missions are actually good in this game, and it shows VERY good emotion in a lot of parts especially with the parts with Miles and Martin Li. (if you don't want spoilers stop reading) And Peters venom/black spider suit becomes gets those venom noodles on the suit in a way that gives him some weird vain stuff, and really shows how the suit is taking over Peter and how he is more angry and violent, and how the suit is getting stronger. (dang I have never wrote a review this long)",653,1,20.8,2025-04-13
1868,"Been a Spider-Man fan for the longest time and was hyped since it came out for PS5. Played blind and I enjoyed every bit of it. Though issues experienced like sudden freeze after alt tab and needing to restart, really low fps starting half of act 2 of the story, and the Venom final boss fight was having big issues as well (24 fps with a 4070, intel i7 12th gen on low settings) it’s a good game. I won’t deny it still needs MORE polishing left to do.",364,1,40.3,2025-04-13
1869,"Product refunded

This game just doesn't work, which is really upsetting. I played the first two games in the franchise on PlayStation. I've since then sold my Xbox and PlayStation and built a PC. This game was my first purchase.",191,0,1.0,2025-04-13
1870,Super fun game awesome story I love the new suit for peter it made me play spider-man in rivals. Worth it very fun.,93,1,42.4,2025-04-13
1871,Awesome story best gameplay. Heal the world !!,39,1,37.2,2025-04-13
1872,GAME IS AWSOME DEFINTITLY SHOULD PLAY IF YOU HAVENT,43,1,18.8,2025-04-13
